date,month,day_of_week,sku,sku_id,supplier,supplier_id,warehouse,warehouse_id,route,transport_mode,distance_km,transit_time_days,transit_delay_prob,is_perishable,shelf_life_days,unit_cost,shipping_cost,storage_cost_per_day,holding_cost_per_unit_per_day,base_daily_demand,observed_daily_demand,seasonal_multiplier,promotion,inventory_on_hand,lead_time_days,safety_stock,reorder_point,stockout_risk,supplier_order_cost,supplier_min_order_qty,eoq_monthly,recommended_order_qty,product_name
2024-12-15,12,6,SKU-009,9,Supplier-10,10,Warehouse-4,4,Route-11,Rail,742,6,0.305,0,229,71.46,106.06,0.3635,0.0238,23,36,1.336,0,21,10,21,251,0.894,49.72,20,310,310,NutriRice Premium Rice
2024-11-16,11,5,SKU-049,49,Supplier-01,1,Warehouse-1,1,Route-04,Truck,885,11,0.294,0,14,21.4,22.75,0.4157,0.01,12,34,1.526,1,20,5,15,75,0.627,92.21,1,470,196,SoftSpread Cheese Spread
2024-03-21,3,3,SKU-051,51,Supplier-08,8,Warehouse-1,1,Route-04,Air,297,1,0.075,0,147,19.19,56.56,0.1717,0.01,20,21,1.0,0,17,2,4,44,0.243,144.03,5,759,255,GreenLeaf Spinach
2024-04-13,4,5,SKU-029,29,Supplier-08,8,Warehouse-1,1,Route-14,Sea,1538,51,0.253,0,331,128.21,64.9,0.7849,0.0427,6,9,1.0,0,18,2,3,15,0.025,144.03,5,201,60,NutriOil Rice Bran Oil
2024-03-22,3,4,SKU-045,45,Supplier-03,3,Warehouse-6,6,Route-10,Truck,445,6,0.162,0,153,32.88,34.48,0.2652,0.011,9,13,1.0,0,13,10,4,94,0.848,142.82,10,483,226,FarmFresh Lassi
2024-05-08,5,2,SKU-056,56,Supplier-05,5,Warehouse-1,1,Route-12,Air,2084,4,0.272,0,172,197.39,134.0,0.3358,0.0658,21,40,1.0,1,25,5,20,125,0.64,52.16,10,182,155,ChillZone Frozen Peas
2024-01-27,1,5,SKU-006,6,Supplier-06,6,Warehouse-6,6,Route-06,Truck,599,7,0.177,0,298,85.46,46.4,1.1466,0.0285,14,11,1.0,0,17,5,6,76,0.585,78.57,5,278,142,HealthyGrain Millet Mix
2024-08-07,8,2,SKU-026,26,Supplier-11,11,Warehouse-3,3,Route-08,Truck,1166,15,0.083,1,440,190.26,232.11,2.4895,0.0634,13,12,1.0,0,24,21,17,290,0.99,107.32,5,210,210,TastyDrop Coconut Oil
2024-01-01,1,0,SKU-042,42,Supplier-02,2,Warehouse-6,6,Route-04,Sea,199,7,0.371,0,9,178.1,30.56,3.104,0.0594,10,14,1.0,0,14,21,15,225,0.99,119.97,1,201,201,FreshDairy Paneer
2024-10-30,10,2,SKU-014,14,Supplier-08,8,Warehouse-1,1,Route-05,Truck,326,4,0.254,0,81,152.14,40.49,1.5259,0.0507,19,12,1.0,0,18,2,14,52,0.325,144.03,5,329,133,DailyFresh Urad Dal
2024-01-05,1,4,SKU-015,15,Supplier-09,9,Warehouse-6,6,Route-15,Rail,775,6,0.324,0,91,25.11,50.8,0.0455,0.01,18,26,1.0,0,16,14,23,275,0.975,98.8,5,596,438,HealthyBite Masoor Dal
2024-08-04,8,6,SKU-001,1,Supplier-12,12,Warehouse-3,3,Route-04,Truck,2027,25,0.416,1,203,60.0,201.06,0.3435,0.02,15,17,1.0,0,14,21,26,341,0.99,100.36,1,388,388,FreshHarvest Basmati Rice
2024-04-27,4,5,SKU-045,45,Supplier-03,3,Warehouse-4,4,Route-03,Rail,2146,18,0.113,0,135,32.88,302.03,0.4877,0.011,9,8,1.0,0,12,10,12,102,0.873,142.82,10,483,235,FarmFresh Lassi
2024-02-22,2,3,SKU-025,25,Supplier-02,2,Warehouse-6,6,Route-04,Air,2047,4,0.25,0,485,67.27,93.15,0.6767,0.0224,3,1,1.0,0,12,21,7,70,0.99,119.97,1,179,112,LiteChoice Olive Oil
2024-07-14,7,6,SKU-021,21,Supplier-06,6,Warehouse-3,3,Route-05,Truck,561,7,0.116,0,453,80.89,95.03,0.7515,0.027,12,11,1.103,0,13,5,12,72,0.634,78.57,5,264,138,PureDrop Sunflower Oil
2024-02-05,2,0,SKU-050,50,Supplier-03,3,Warehouse-6,6,Route-05,Air,2005,4,0.181,0,11,141.69,328.11,1.7265,0.0472,17,16,1.0,0,14,10,19,189,0.889,142.82,10,321,271,DesiMilk Ghee
2024-11-28,11,3,SKU-034,34,Supplier-10,10,Warehouse-1,1,Route-20,Truck,726,9,0.187,0,125,151.71,91.62,0.4976,0.0506,12,19,1.228,0,20,10,25,145,0.892,49.72,20,154,154,SaltZest Crackers
2024-11-17,11,6,SKU-011,11,Supplier-08,8,Warehouse-3,3,Route-07,Truck,2346,29,0.124,0,160,172.39,321.44,2.2318,0.0575,16,27,1.506,0,25,2,13,45,0.232,144.03,5,283,105,NutriPulse Chana Dal
2024-12-17,12,1,SKU-048,48,Supplier-03,3,Warehouse-4,4,Route-20,Sea,1590,53,0.452,0,7,24.72,238.6,0.0248,0.01,5,9,1.329,0,19,10,6,56,0.811,142.82,10,378,150,RichCream Whipping Cream
2024-03-12,3,1,SKU-029,29,Supplier-04,4,Warehouse-1,1,Route-04,Truck,1689,21,0.02,0,313,128.21,250.52,2.3102,0.0427,6,6,1.0,0,11,10,6,66,0.837,130.45,5,191,112,NutriOil Rice Bran Oil
2024-06-28,6,4,SKU-049,49,Supplier-02,2,Warehouse-5,5,Route-13,Truck,1199,15,0.524,0,6,21.4,238.54,0.3934,0.01,12,16,1.07,1,18,21,30,282,0.99,119.97,1,537,425,SoftSpread Cheese Spread
2024-05-21,5,1,SKU-028,28,Supplier-06,6,Warehouse-2,2,Route-08,Air,585,1,0.295,1,99,116.82,42.68,1.1509,0.0389,14,23,1.0,1,14,5,18,88,0.679,78.57,5,238,145,PureGold Buffalo Ghee
2024-11-03,11,6,SKU-042,42,Supplier-02,2,Warehouse-2,2,Route-18,Rail,242,2,0.061,0,5,178.1,28.3,2.9741,0.0594,10,13,1.405,0,11,21,15,225,0.99,119.97,1,201,201,FreshDairy Paneer
2024-12-19,12,3,SKU-039,39,Supplier-12,12,Warehouse-5,5,Route-10,Truck,1138,14,0.353,0,65,16.22,151.1,0.1355,0.01,11,14,1.397,0,13,21,21,252,0.99,100.36,1,470,380,FreshBake Rusk
2024-09-22,9,6,SKU-002,2,Supplier-11,11,Warehouse-3,3,Route-07,Truck,19,1,0.18,0,362,39.6,2.96,0.247,0.0132,11,14,1.0,0,15,21,9,240,0.99,107.32,5,423,352,GoldenField Brown Rice
2024-05-31,5,4,SKU-039,39,Supplier-09,9,Warehouse-2,2,Route-13,Air,104,1,0.11,0,99,16.22,4.39,0.2179,0.01,11,13,1.0,1,9,14,27,181,0.966,98.8,5,466,312,FreshBake Rusk
2024-07-16,7,1,SKU-042,42,Supplier-01,1,Warehouse-2,2,Route-16,Truck,2399,30,0.234,0,5,178.1,132.26,3.0094,0.0594,10,12,1.282,0,20,5,15,65,0.613,92.21,1,176,98,FreshDairy Paneer
2024-02-06,2,1,SKU-008,8,Supplier-04,4,Warehouse-4,4,Route-20,Truck,1104,14,0.02,1,258,156.4,180.33,1.1628,0.0521,6,3,1.0,0,14,10,13,73,0.857,130.45,5,173,111,SelectGrain Barley
2024-03-08,3,4,SKU-034,34,Supplier-01,1,Warehouse-3,3,Route-11,Truck,1562,20,0.219,0,125,151.71,150.17,0.4271,0.0506,12,5,1.0,0,21,5,6,66,0.547,92.21,1,209,108,SaltZest Crackers
2024-10-06,10,6,SKU-025,25,Supplier-10,10,Warehouse-4,4,Route-12,Sea,1629,54,0.324,0,346,67.27,72.27,0.6259,0.0224,3,4,1.0,0,7,10,3,33,0.845,49.72,20,115,60,LiteChoice Olive Oil
2024-01-09,1,1,SKU-044,44,Supplier-03,3,Warehouse-4,4,Route-03,Truck,2159,27,0.598,1,163,27.83,201.7,0.5343,0.01,15,24,1.0,1,17,10,31,181,0.946,142.82,10,655,360,DailyPure Curd
2024-04-20,4,5,SKU-038,38,Supplier-02,2,Warehouse-1,1,Route-09,Air,1456,3,0.119,0,5,101.41,198.63,0.6581,0.0338,8,5,1.0,0,14,21,20,188,0.99,119.97,1,238,238,ChocoLand Choco-Chip Cookies
2024-05-26,5,6,SKU-003,3,Supplier-01,1,Warehouse-4,4,Route-17,Truck,1545,19,0.212,0,343,151.37,151.62,2.0478,0.0505,14,6,1.0,0,14,5,18,88,0.671,92.21,1,226,142,DailyGrain Wheat Flour
2024-08-04,8,6,SKU-041,41,Supplier-12,12,Warehouse-5,5,Route-14,Truck,1899,24,0.205,0,12,91.1,133.98,1.3421,0.0304,20,29,1.0,1,24,21,53,473,0.99,100.36,1,363,363,MilkyWay Butter
2024-10-02,10,2,SKU-045,45,Supplier-07,7,Warehouse-1,1,Route-18,Air,1491,3,0.081,0,142,32.88,211.35,0.6508,0.011,9,13,1.0,1,18,5,7,52,0.534,36.79,20,245,108,FarmFresh Lassi
2024-06-07,6,4,SKU-040,40,Supplier-03,3,Warehouse-3,3,Route-03,Truck,875,11,0.171,1,6,112.16,174.44,1.3937,0.0374,7,8,1.234,0,11,10,4,74,0.848,142.82,10,231,132,CrunchyJoy Cream Biscuits
2024-10-01,10,1,SKU-006,6,Supplier-09,9,Warehouse-2,2,Route-05,Rail,636,5,0.198,0,292,85.46,50.7,1.0534,0.0285,14,25,1.0,0,4,14,9,205,0.962,98.8,5,312,295,HealthyGrain Millet Mix
2024-06-07,6,4,SKU-021,21,Supplier-07,7,Warehouse-5,5,Route-03,Truck,1372,17,0.161,0,432,80.89,168.15,1.2385,0.027,12,13,1.073,0,11,5,12,72,0.651,36.79,20,181,115,PureDrop Sunflower Oil
2024-01-30,1,1,SKU-045,45,Supplier-07,7,Warehouse-6,6,Route-08,Truck,702,9,0.365,0,155,32.88,104.5,0.479,0.011,9,8,1.0,0,16,5,3,48,0.542,36.79,20,245,106,FarmFresh Lassi
2024-08-20,8,1,SKU-016,16,Supplier-02,2,Warehouse-4,4,Route-04,Rail,2353,20,0.029,0,146,181.0,180.14,0.7368,0.0603,16,23,1.0,0,17,21,16,352,0.987,119.97,1,252,252,GreenHarvest Rajma
2024-12-07,12,5,SKU-040,40,Supplier-10,10,Warehouse-1,1,Route-10,Rail,1457,12,0.104,1,14,112.16,292.61,2.2253,0.0374,7,10,1.292,0,7,10,14,84,0.896,49.72,20,136,118,CrunchyJoy Cream Biscuits
2024-03-02,3,5,SKU-048,48,Supplier-11,11,Warehouse-6,6,Route-06,Rail,827,7,0.264,0,7,24.72,30.04,0.1823,0.01,5,3,1.0,0,12,21,4,109,0.99,107.32,5,328,195,RichCream Whipping Cream
2024-03-24,3,6,SKU-001,1,Supplier-12,12,Warehouse-2,2,Route-01,Truck,2421,30,0.203,1,323,60.0,74.5,0.1772,0.02,15,16,1.0,0,11,21,25,340,0.99,100.36,1,388,388,FreshHarvest Basmati Rice
2024-05-12,5,6,SKU-032,32,Supplier-06,6,Warehouse-5,5,Route-17,Air,270,1,0.27,0,176,69.09,37.81,1.116,0.023,11,19,1.0,1,9,5,3,58,0.613,78.57,5,274,131,SnackoLite Potato Chips
2024-03-01,3,4,SKU-011,11,Supplier-06,6,Warehouse-2,2,Route-09,Truck,934,12,0.135,0,67,172.39,40.36,3.199,0.0575,16,23,1.0,0,22,5,20,100,0.634,78.57,5,209,141,NutriPulse Chana Dal
2024-05-19,5,6,SKU-050,50,Supplier-01,1,Warehouse-3,3,Route-14,Sea,1507,50,0.149,0,10,141.69,150.57,0.7176,0.0472,17,8,1.0,0,16,5,20,105,0.662,92.21,1,258,166,DesiMilk Ghee
2024-11-17,11,6,SKU-034,34,Supplier-02,2,Warehouse-3,3,Route-19,Truck,1232,15,0.164,0,171,151.71,108.62,1.851,0.0506,12,16,1.494,0,16,21,33,285,0.99,119.97,1,239,239,SaltZest Crackers
2024-07-03,7,2,SKU-005,5,Supplier-08,8,Warehouse-4,4,Route-17,Rail,1702,14,0.084,0,296,198.15,101.6,1.7781,0.066,17,18,1.323,0,14,2,11,45,0.313,144.03,5,272,113,GrainLand Idli Rice
2024-07-07,7,6,SKU-004,4,Supplier-08,8,Warehouse-5,5,Route-06,Truck,2207,28,0.277,0,247,162.33,367.37,1.706,0.0541,9,8,1.341,0,11,2,9,27,0.324,144.03,5,219,82,RoyalKitchen Sona Masoori Rice
2024-12-11,12,2,SKU-011,11,Supplier-05,5,Warehouse-1,1,Route-19,Truck,2031,25,0.262,0,157,172.39,361.78,2.3215,0.0575,16,21,1.447,0,16,5,13,93,0.642,52.16,10,170,128,NutriPulse Chana Dal
2024-01-02,1,1,SKU-047,47,Supplier-02,2,Warehouse-2,2,Route-17,Truck,849,11,0.193,0,5,125.55,77.58,2.1069,0.0419,13,6,1.0,0,11,21,32,305,0.99,119.97,1,273,273,NutriDairy Toned Milk
2024-08-29,8,3,SKU-003,3,Supplier-01,1,Warehouse-2,2,Route-02,Truck,719,9,0.184,0,345,151.37,138.54,1.6679,0.0505,14,11,1.0,0,8,5,10,80,0.658,92.21,1,226,140,DailyGrain Wheat Flour
2024-01-19,1,4,SKU-024,24,Supplier-07,7,Warehouse-2,2,Route-06,Truck,1133,14,0.166,1,530,22.8,201.49,0.3102,0.01,7,0,1.0,0,13,5,9,44,0.599,36.79,20,227,99,FarmPure Groundnut Oil
2024-04-24,4,2,SKU-036,36,Supplier-12,12,Warehouse-6,6,Route-14,Air,583,1,0.127,0,5,158.98,27.13,3.1757,0.053,11,7,1.0,0,17,21,20,251,0.99,100.36,1,204,204,SweetBite Marie Biscuits
2024-05-18,5,5,SKU-021,21,Supplier-04,4,Warehouse-4,4,Route-11,Truck,1437,18,0.208,0,224,80.89,153.31,0.3121,0.027,12,15,1.0,0,11,10,6,126,0.871,130.45,5,341,217,PureDrop Sunflower Oil
2024-03-02,3,5,SKU-053,53,Supplier-02,2,Warehouse-5,5,Route-12,Rail,1618,13,0.149,1,75,142.72,136.1,1.4534,0.0476,18,18,1.0,0,18,21,20,398,0.99,119.97,1,301,301,NatureBasket Potatoes
2024-04-24,4,2,SKU-033,33,Supplier-11,11,Warehouse-1,1,Route-06,Truck,25,1,0.266,1,3,136.14,10.98,0.176,0.0454,9,10,1.0,0,21,21,7,196,0.99,107.32,5,206,206,ChocoMelt Cookies
2024-02-05,2,0,SKU-052,52,Supplier-09,9,Warehouse-1,1,Route-13,Truck,729,9,0.289,0,8,165.26,54.97,1.0945,0.0551,15,13,1.0,0,14,14,19,229,0.971,98.8,5,232,232,FarmFresh Tomatoes
2024-06-16,6,6,SKU-057,57,Supplier-08,8,Warehouse-3,3,Route-10,Truck,1706,21,0.319,0,87,77.98,292.94,0.2088,0.026,3,5,1.091,0,13,2,2,8,0.032,144.03,5,182,55,FreshChoice Cauliflower
2024-07-07,7,6,SKU-006,6,Supplier-09,9,Warehouse-4,4,Route-01,Air,169,1,0.311,0,256,85.46,11.74,0.6309,0.0285,14,9,1.116,0,20,14,17,213,0.966,98.8,5,312,287,HealthyGrain Millet Mix
2024-11-14,11,3,SKU-013,13,Supplier-05,5,Warehouse-5,5,Route-10,Truck,1666,21,0.186,0,131,151.42,88.18,2.9984,0.0505,15,32,1.596,0,19,5,22,97,0.663,52.16,10,176,131,FarmSelect Moong Dal
2024-09-09,9,0,SKU-016,16,Supplier-08,8,Warehouse-3,3,Route-19,Truck,1069,13,0.113,0,167,181.0,33.54,1.5704,0.0603,16,14,1.0,0,17,2,15,47,0.322,144.03,5,276,113,GreenHarvest Rajma
2024-05-05,5,6,SKU-050,50,Supplier-04,4,Warehouse-6,6,Route-18,Truck,382,5,0.085,0,11,141.69,20.13,0.382,0.0472,17,14,1.0,0,20,10,15,185,0.863,130.45,5,307,257,DesiMilk Ghee
2024-04-29,4,0,SKU-010,10,Supplier-01,1,Warehouse-4,4,Route-01,Truck,1517,19,0.225,0,236,186.5,118.69,0.6629,0.0622,9,16,1.0,1,11,5,3,48,0.579,92.21,1,163,86,HomeChoice Broken Rice
2024-06-20,6,3,SKU-035,35,Supplier-06,6,Warehouse-6,6,Route-01,Rail,629,5,0.376,0,165,159.36,27.29,2.3539,0.0531,18,29,1.234,0,25,5,22,112,0.655,78.57,5,231,156,CrispyTreat Nacho Chips
2024-02-23,2,4,SKU-001,1,Supplier-11,11,Warehouse-4,4,Route-10,Truck,868,11,0.215,1,197,60.0,163.33,0.9742,0.02,15,19,1.0,0,11,21,30,345,0.99,107.32,5,401,401,FreshHarvest Basmati Rice
2024-09-08,9,6,SKU-014,14,Supplier-09,9,Warehouse-2,2,Route-14,Air,1794,4,0.146,0,151,152.14,53.65,0.3699,0.0507,19,14,1.0,0,15,14,45,311,0.97,98.8,5,272,272,DailyFresh Urad Dal
2024-02-17,2,5,SKU-004,4,Supplier-03,3,Warehouse-6,6,Route-09,Rail,1194,10,0.088,0,253,162.33,90.03,2.9086,0.0541,9,14,1.0,0,15,10,7,97,0.844,142.82,10,218,147,RoyalKitchen Sona Masoori Rice
2024-12-24,12,1,SKU-003,3,Supplier-04,4,Warehouse-5,5,Route-14,Truck,347,4,0.302,0,264,151.37,27.11,2.8567,0.0505,14,19,1.267,0,24,10,6,146,0.853,130.45,5,269,203,DailyGrain Wheat Flour
2024-10-24,10,3,SKU-058,58,Supplier-06,6,Warehouse-4,4,Route-03,Truck,81,1,0.092,1,93,77.28,17.3,1.1373,0.0258,15,19,1.0,0,18,5,13,88,0.613,78.57,5,302,161,GreenGarden Broccoli
2024-02-08,2,3,SKU-007,7,Supplier-09,9,Warehouse-2,2,Route-13,Truck,2479,31,0.152,0,77,77.54,462.66,1.0991,0.0258,8,9,1.0,0,13,14,16,128,0.957,98.8,5,248,189,PureHarvest Poha
2024-12-05,12,3,SKU-038,38,Supplier-10,10,Warehouse-1,1,Route-14,Truck,1352,17,0.112,0,5,101.41,140.61,1.3635,0.0338,8,5,1.231,0,11,10,3,83,0.842,49.72,20,153,118,ChocoLand Choco-Chip Cookies
2024-06-10,6,0,SKU-009,9,Supplier-04,4,Warehouse-3,3,Route-09,Truck,244,3,0.112,0,262,71.46,41.98,0.4711,0.0238,23,18,1.301,0,19,10,10,240,0.864,130.45,5,502,372,NutriRice Premium Rice
2024-06-11,6,1,SKU-060,60,Supplier-07,7,Warehouse-6,6,Route-11,Rail,1602,13,0.426,0,95,189.71,190.02,2.8356,0.0632,16,15,1.124,0,14,5,22,102,0.707,36.79,20,136,129,PureFarm French Beans
2024-04-13,4,5,SKU-029,29,Supplier-05,5,Warehouse-2,2,Route-03,Air,2340,5,0.247,0,309,128.21,112.55,1.8861,0.0427,6,10,1.0,0,14,5,8,38,0.569,52.16,10,121,60,NutriOil Rice Bran Oil
2024-02-24,2,5,SKU-009,9,Supplier-10,10,Warehouse-1,1,Route-05,Air,1658,3,0.346,0,280,71.46,203.94,0.1508,0.0238,23,21,1.0,0,19,10,14,244,0.892,49.72,20,310,310,NutriRice Premium Rice
2024-07-27,7,5,SKU-011,11,Supplier-08,8,Warehouse-4,4,Route-11,Truck,824,10,0.064,0,33,172.39,112.41,0.9357,0.0575,16,30,1.321,1,19,2,5,37,0.207,144.03,5,283,103,NutriPulse Chana Dal
2024-08-19,8,0,SKU-008,8,Supplier-09,9,Warehouse-3,3,Route-07,Sea,628,21,0.569,1,354,156.4,35.87,0.2405,0.0521,6,8,1.0,0,13,14,14,98,0.99,98.8,5,151,130,SelectGrain Barley
2024-02-16,2,4,SKU-020,20,Supplier-08,8,Warehouse-3,3,Route-04,Truck,820,10,0.298,0,77,179.63,105.93,2.7792,0.0599,19,23,1.0,0,18,2,6,44,0.268,144.03,5,302,117,SelectPulse Moth Beans
2024-01-21,1,6,SKU-011,11,Supplier-11,11,Warehouse-3,3,Route-20,Rail,946,8,0.086,0,51,172.39,109.5,2.6693,0.0575,16,19,1.0,1,21,21,14,350,0.99,107.32,5,244,244,NutriPulse Chana Dal
2024-12-30,12,0,SKU-014,14,Supplier-06,6,Warehouse-2,2,Route-03,Rail,100,1,0.159,0,109,152.14,23.86,0.6561,0.0507,19,27,1.554,0,16,5,24,119,0.676,78.57,5,243,176,DailyFresh Urad Dal
2024-01-26,1,4,SKU-016,16,Supplier-06,6,Warehouse-4,4,Route-17,Sea,1743,58,0.235,0,83,181.0,194.92,1.2941,0.0603,16,27,1.0,0,17,5,5,85,0.594,78.57,5,204,129,GreenHarvest Rajma
2024-01-16,1,1,SKU-044,44,Supplier-05,5,Warehouse-3,3,Route-06,Truck,16,1,0.203,1,147,27.83,2.13,0.2989,0.01,15,17,1.0,0,19,5,4,79,0.569,52.16,10,396,179,DailyPure Curd
2024-05-07,5,1,SKU-026,26,Supplier-08,8,Warehouse-5,5,Route-18,Truck,944,12,0.27,1,198,190.26,79.47,1.6996,0.0634,13,16,1.0,0,12,2,2,28,0.244,144.03,5,243,89,TastyDrop Coconut Oil
2024-03-03,3,6,SKU-007,7,Supplier-08,8,Warehouse-1,1,Route-05,Rail,2136,18,0.026,0,150,77.54,409.22,0.4878,0.0258,8,11,1.0,1,13,2,3,19,0.14,144.03,5,299,96,PureHarvest Poha
2024-04-11,4,3,SKU-001,1,Supplier-01,1,Warehouse-2,2,Route-05,Air,842,2,0.164,1,215,60.0,70.5,0.3079,0.02,15,7,1.0,0,16,5,13,88,0.631,92.21,1,372,184,FreshHarvest Basmati Rice
2024-10-25,10,4,SKU-053,53,Supplier-07,7,Warehouse-3,3,Route-03,Sea,856,29,0.41,1,157,142.72,81.45,2.5344,0.0476,18,26,1.0,0,18,5,22,112,0.687,36.79,20,167,144,NatureBasket Potatoes
2024-02-03,2,5,SKU-038,38,Supplier-05,5,Warehouse-1,1,Route-01,Truck,1890,24,0.096,0,6,101.41,158.39,0.2632,0.0338,8,18,1.0,1,16,5,4,44,0.509,52.16,10,157,75,ChocoLand Choco-Chip Cookies
2024-02-17,2,5,SKU-013,13,Supplier-11,11,Warehouse-4,4,Route-05,Truck,426,5,0.162,0,41,151.42,84.13,2.6659,0.0505,15,38,1.0,1,21,21,27,342,0.99,107.32,5,252,252,FarmSelect Moong Dal
2024-08-24,8,5,SKU-058,58,Supplier-06,6,Warehouse-1,1,Route-02,Truck,2490,31,0.416,1,154,77.28,78.75,0.9775,0.0258,15,23,1.0,0,24,5,22,97,0.661,78.57,5,302,164,GreenGarden Broccoli
2024-07-21,7,6,SKU-004,4,Supplier-03,3,Warehouse-5,5,Route-14,Truck,902,11,0.574,0,271,162.33,158.88,1.5567,0.0541,9,16,1.311,0,14,10,10,100,0.906,142.82,10,218,151,RoyalKitchen Sona Masoori Rice
2024-03-29,3,4,SKU-032,32,Supplier-01,1,Warehouse-4,4,Route-14,Truck,720,9,0.361,0,161,69.09,45.84,0.7621,0.023,11,16,1.0,0,16,5,5,60,0.583,92.21,1,297,133,SnackoLite Potato Chips
2024-05-23,5,3,SKU-023,23,Supplier-04,4,Warehouse-2,2,Route-09,Air,737,1,0.131,0,439,181.55,80.34,0.9996,0.0605,12,16,1.0,0,15,10,17,137,0.88,130.45,5,227,190,NaturalPress Mustard Oil
2024-11-13,11,2,SKU-029,29,Supplier-03,3,Warehouse-1,1,Route-20,Rail,1774,15,0.299,0,318,128.21,335.95,0.3554,0.0427,6,10,1.431,0,17,10,13,73,0.87,142.82,10,200,116,NutriOil Rice Bran Oil
2024-09-12,9,3,SKU-040,40,Supplier-04,4,Warehouse-6,6,Route-10,Truck,284,4,0.167,1,8,112.16,13.5,0.8931,0.0374,7,9,1.0,1,19,10,3,73,0.798,130.45,5,221,120,CrunchyJoy Cream Biscuits
2024-02-14,2,2,SKU-027,27,Supplier-09,9,Warehouse-4,4,Route-02,Sea,1726,58,0.257,0,73,190.37,100.29,2.8649,0.0635,6,7,1.0,0,21,14,2,86,0.907,98.8,5,137,106,DesiTreat Cow Ghee
2024-04-12,4,4,SKU-018,18,Supplier-07,7,Warehouse-2,2,Route-14,Sea,1691,56,0.473,0,180,166.16,151.72,1.1289,0.0554,3,3,1.0,0,12,5,5,20,0.45,36.79,20,63,27,FreshPulse Yellow Split Peas
2024-01-10,1,2,SKU-042,42,Supplier-09,9,Warehouse-2,2,Route-18,Truck,2070,26,0.047,0,13,178.1,415.95,2.0749,0.0594,10,8,1.0,0,15,14,17,157,0.945,98.8,5,182,182,FreshDairy Paneer
2024-10-05,10,5,SKU-025,25,Supplier-12,12,Warehouse-3,3,Route-16,Truck,693,9,0.338,0,236,67.27,62.34,1.3121,0.0224,3,3,1.0,1,12,21,6,69,0.99,100.36,1,164,106,LiteChoice Olive Oil
2024-09-14,9,5,SKU-051,51,Supplier-08,8,Warehouse-3,3,Route-19,Rail,460,4,0.185,0,49,19.19,79.66,0.2575,0.01,20,26,1.0,0,22,2,17,57,0.313,144.03,5,759,263,GreenLeaf Spinach
2024-01-14,1,6,SKU-021,21,Supplier-07,7,Warehouse-3,3,Route-06,Sea,575,19,0.172,0,422,80.89,109.39,0.2443,0.027,12,14,1.0,0,11,5,14,74,0.664,36.79,20,181,117,PureDrop Sunflower Oil
2024-05-23,5,3,SKU-021,21,Supplier-10,10,Warehouse-2,2,Route-01,Sea,510,17,0.203,0,362,80.89,103.25,1.478,0.027,12,11,1.0,0,15,10,10,130,0.871,49.72,20,210,178,PureDrop Sunflower Oil
2024-10-26,10,5,SKU-004,4,Supplier-08,8,Warehouse-5,5,Route-12,Truck,1458,18,0.02,0,194,162.33,209.13,0.7977,0.0541,9,13,1.0,0,15,2,5,23,0.163,144.03,5,219,74,RoyalKitchen Sona Masoori Rice
2024-12-02,12,0,SKU-015,15,Supplier-03,3,Warehouse-1,1,Route-08,Truck,464,6,0.091,0,71,25.11,84.49,0.0272,0.01,18,23,1.18,0,22,10,27,207,0.88,142.82,10,717,400,HealthyBite Masoor Dal
2024-04-22,4,0,SKU-016,16,Supplier-05,5,Warehouse-5,5,Route-02,Truck,2361,30,0.036,0,158,181.0,57.07,0.3365,0.0603,16,20,1.0,1,11,5,18,98,0.664,52.16,10,166,137,GreenHarvest Rajma
2024-03-31,3,6,SKU-037,37,Supplier-07,7,Warehouse-3,3,Route-06,Truck,2288,29,0.27,0,226,22.79,178.19,0.0657,0.01,10,13,1.0,0,7,5,4,54,0.633,36.79,20,271,128,SnackMagic Masala Chips
2024-10-29,10,1,SKU-016,16,Supplier-10,10,Warehouse-3,3,Route-12,Truck,974,12,0.046,0,149,181.0,80.65,1.6226,0.0603,16,17,1.0,0,20,10,17,177,0.862,49.72,20,162,162,GreenHarvest Rajma
2024-10-17,10,3,SKU-002,2,Supplier-12,12,Warehouse-6,6,Route-12,Truck,1265,16,0.11,0,251,39.6,217.99,0.7611,0.0132,11,8,1.0,0,6,21,10,241,0.99,100.36,1,409,358,GoldenField Brown Rice
2024-09-09,9,0,SKU-037,37,Supplier-03,3,Warehouse-5,5,Route-07,Truck,21,1,0.33,0,524,22.79,3.93,0.4196,0.01,10,16,1.0,0,15,10,7,107,0.871,142.82,10,534,252,SnackMagic Masala Chips
2024-01-20,1,5,SKU-035,35,Supplier-05,5,Warehouse-2,2,Route-16,Air,482,1,0.031,0,106,159.36,54.65,1.2505,0.0531,18,19,1.0,0,24,5,8,98,0.562,52.16,10,188,130,CrispyTreat Nacho Chips
2024-04-22,4,0,SKU-006,6,Supplier-01,1,Warehouse-2,2,Route-20,Sea,282,9,0.399,0,320,85.46,44.19,0.1255,0.0285,14,13,1.0,0,13,5,16,86,0.685,92.21,1,301,163,HealthyGrain Millet Mix
2024-06-18,6,1,SKU-002,2,Supplier-09,9,Warehouse-4,4,Route-01,Sea,1758,59,0.316,0,231,39.6,190.2,0.4766,0.0132,11,10,1.121,0,12,14,7,161,0.963,98.8,5,406,271,GoldenField Brown Rice
